airline_code,airline_id,source_airport,source_id,destination_airport,destination_id,avg_ticket_price,monthly_passengers,monthly_revenue,operating_cost,profit
U2,2297,SXF,337,LTN,492,21361,11072,236508992,153730844.8,82778147.19999999
U2,2297,SXF,337,LYS,1335,12443,16255,202260965,131469627.25,70791337.75
U2,2297,SXF,337,MAD,1229,20269,8395,170158255,110602865.75,59555389.25
U2,2297,SXF,337,MAN,478,5677,8504,48277208,31380185.2,16897022.8
U2,2297,SXF,337,MXP,1524,13421,9847,132156587,85901781.55,46254805.45
U2,2297,SXF,337,NAP,1561,11886,12135,144236610,93753796.5,50482813.5
U2,2297,SXF,337,NCE,1354,21193,7909,167615437,108950034.05,58665402.95
U2,2297,SXF,337,OLB,1520,3215,15337,49308455,32050495.75,17257959.25
U2,2297,SXF,337,ORY,1386,17172,8698,149362056,97085336.4,52276719.599999994
U2,2297,SXF,337,PMI,3998,8878,13060,115946680,75365342.0,40581338.0
U2,2297,SXF,337,PSA,1562,15260,16283,248478580,161511077.0,86967503.0
U2,2297,SXF,337,RAK,1075,14143,5300,74957900,48722635.0,26235265.0
U2,2297,SXF,337,SEN,508,13092,2131,27899052,18134383.8,9764668.2
U2,2297,SXF,337,SKG,1486,15049,4369,65749081,42736902.65,23012178.35
U2,2297,SXF,337,SOF,1194,6283,13120,82432960,53581424.0,28851536.0
U2,2297,SXF,337,SZG,1612,3403,704,2395712,1557212.8,838499.2
U2,2297,SXF,337,TFS,1056,22350,8060,180141000,117091650.0,63049350.0
U2,2297,SXF,337,TLV,1590,8847,8902,78755994,51191396.1,27564597.9
U2,2297,SXF,337,VCE,1551,19189,17156,329206484,213984214.6,115222269.4
U2,2297,SZG,1612,SXF,337,10166,16814,170931124,111105230.60000001,59825893.39999999
U2,2297,TFS,1056,BRS,490,10920,8892,97100640,63115416.0,33985224.0
U2,2297,TFS,1056,BSL,1423,23481,10610,249133410,161936716.5,87196693.5
U2,2297,TFS,1056,CDG,1382,7811,2590,20230490,13149818.5,7080671.5
U2,2297,TFS,1056,EDI,535,24246,8867,214989282,139743033.3,75246248.69999999
U2,2297,TFS,1056,GVA,1665,13418,15586,209132948,135936416.20000002,73196531.79999998
U2,2297,TFS,1056,LGW,502,11059,6194,68499446,44524639.9,23974806.1
U2,2297,TFS,1056,MAN,478,13595,11939,162310705,105501958.25,56808746.75
U2,2297,TFS,1056,SXF,337,14047,16025,225103175,146317063.75,78786111.25
U2,2297,TLL,415,LGW,502,17798,8341,148453118,96494526.7,51958591.3
U2,2297,TLS,1273,BIA,1321,3649,18847,68772703,44702256.95,24070446.049999997
U2,2297,TLS,1273,BRS,490,20862,19190,400341780,260222157.0,140119623.0
U2,2297,TLS,1273,BRU,302,9288,1186,11015568,7160119.2,3855448.8
U2,2297,TLS,1273,BSL,1423,7809,1676,13087884,8507124.6,4580759.4
U2,2297,TLS,1273,CDG,1382,12871,6309,81203139,52782040.35,28421098.65
U2,2297,TLS,1273,FCO,1555,12425,16374,203446950,132240517.5,71206432.5
U2,2297,TLS,1273,GVA,1665,5603,3280,18377840,11945596.0,6432244.0
U2,2297,TLS,1273,LGW,502,17181,9482,162910242,105891657.3,57018584.7
U2,2297,TLS,1273,LIL,1399,9451,8328,78707928,51160153.2,27547774.799999997
U2,2297,TLS,1273,LYS,1335,19701,15877,312792777,203315305.05,109477471.94999999
U2,2297,TLS,1273,NCE,1354,21623,14683,317490509,206368830.85,111121678.15
U2,2297,TLS,1273,NTE,1418,15962,15120,241345440,156874536.0,84470904.0
U2,2297,TLS,1273,ORY,1386,8817,15294,134847198,87650678.7,47196519.3
U2,2297,TLS,1273,RAK,1075,14715,6821,100371015,65241159.75,35129855.25
U2,2297,TLV,1590,BSL,1423,5956,15272,90960032,59124020.800000004,31836011.199999996
U2,2297,TLV,1590,FCO,1555,17413,10617,184873821,120167983.65,64705837.349999994
U2,2297,TLV,1590,GVA,1665,10067,11341,114169847,74210400.55,39959446.45
U2,2297,TLV,1590,LGW,502,9845,6913,68058485,44238015.25,23820469.75
U2,2297,TLV,1590,LTN,492,7657,14369,110023433,71515231.45,38508201.55
U2,2297,TLV,1590,MAN,478,17411,7674,133612014,86847809.10000001,46764204.89999999
U2,2297,TLV,1590,MXP,1524,24782,2642,65474044,42558128.6,22915915.4
U2,2297,TLV,1590,SXF,337,7093,14322,101585946,66030864.900000006,35555081.099999994
U2,2297,VCE,1551,BSL,1423,14008,16579,232238632,150955110.8,81283521.19999999
U2,2297,VCE,1551,CDG,1382,24481,525,12852525,8354141.25,4498383.75
U2,2297,VCE,1551,GVA,1665,17647,4603,81229141,52798941.65,28430199.35
U2,2297,VCE,1551,HAM,342,11859,17886,212110074,137871548.1,74238525.9
U2,2297,VCE,1551,LGW,502,16662,13821,230285502,149685576.3,80599925.69999999
U2,2297,VCE,1551,LTN,492,14523,17246,250463658,162801377.70000002,87662280.29999998
U2,2297,VCE,1551,LYS,1335,8557,5480,46892360,30480034.0,16412326.0
U2,2297,VCE,1551,MAN,478,7521,3461,26030181,16919617.650000002,9110563.349999998
U2,2297,VCE,1551,NAP,1561,3872,1655,6408160,4165304.0,2242856.0
U2,2297,VCE,1551,NCE,1354,11063,10168,112488584,73117579.60000001,39371004.39999999
U2,2297,VCE,1551,ORY,1386,20788,19135,397778380,258555947.0,139222433.0
U2,2297,VCE,1551,SEN,508,6629,6245,41398105,26908768.25,14489336.75
U2,2297,VCE,1551,SXF,337,12667,3541,44853847,29155000.55,15698846.45
U2,2297,VIE,1613,LGW,502,23941,3045,72900345,47385224.25,25515120.75
U2,2297,VLC,1246,LGW,502,6986,2538,17730468,11524804.200000001,6205663.799999999
U2,2297,VRN,1550,LGW,502,20005,14486,289792430,188365079.5,101427350.5
U2,2297,ZAG,1208,LGW,502,23098,16865,389547770,253206050.5,136341719.5
U2,2297,ZRH,1678,LGW,502,17127,10585,181289295,117838041.75,63451253.25
U2,2297,ZRH,1678,LTN,492,19735,14303,282269705,183475308.25,98794396.75
U2,2297,ZTH,1488,LGW,502,20811,12592,262052112,170333872.8,91718239.19999999
U6,5234,AER,2965,DME,4029,7293,8566,62471838,40606694.7,21865143.299999997
U6,5234,AER,2965,LBD,6147,18492,9045,167260140,108719091.0,58541049.0
U6,5234,AER,2965,SVX,2975,7057,19720,139164040,90456626.0,48707414.0
U6,5234,ATH,3941,KRR,2960,15029,14050,211157450,137252342.5,73905107.5
U6,5234,BUD,1489,KRR,2960,6831,10273,70174863,45613660.95,24561202.049999997
U6,5234,BUD,1489,ROV,2964,10451,18522,193573422,125822724.3,67750697.7
U6,5234,CDG,1382,SVX,2975,3353,2627,8808331,5725415.15,3082915.8499999996
U6,5234,CEK,2968,DME,4029,3203,713,2283739,1484430.35,799308.6499999999
U6,5234,CEK,2968,DWC,8076,19366,14830,287197780,186678557.0,100519223.0
U6,5234,CEK,2968,DYU,2979,8152,13239,107924328,70150813.2,37773514.8
U6,5234,CEK,2968,LBD,6147,23816,9134,217535344,141397973.6,76137370.4
U6,5234,CEK,2968,NMA,6150,14722,3791,55811102,36277216.300000004,19533885.699999996
U6,5234,CEK,2968,OSS,2913,20371,6418,130741078,84981700.7,45759377.3
U6,5234,CEK,2968,PRG,1587,22190,13328,295748320,192236408.0,103511912.0
U6,5234,CEK,2968,TAS,2983,14053,4332,60877596,39570437.4,21307158.6
U6,5234,CGN,344,DME,4029,3128,19232,60157696,39102502.4,21055193.6
U6,5234,DME,4029,AER,2965,8024,4021,32264504,20971927.6,11292576.399999999
U6,5234,DME,4029,CEK,2968,18180,16282,296006760,192404394.0,103602366.0
U6,5234,DME,4029,CGN,344,7260,11364,82502640,53626716.0,28875924.0
U6,5234,DME,4029,FRU,2912,24515,11191,274347365,178325787.25,96021577.75
U6,5234,DME,4029,GBB,8775,3137,10997,34497589,22423432.85,12074156.149999999
U6,5234,DME,4029,GOJ,4274,7853,9055,71108915,46220794.75,24888120.25
U6,5234,DME,4029,HTA,2935,8259,12644,104426796,67877417.4,36549378.599999994
U6,5234,DME,4029,IKT,2937,5473,16540,90523420,58840223.0,31683197.0
U6,5234,DME,4029,KGD,2952,18077,15295,276487715,179717014.75,96770700.25
U6,5234,DME,4029,KRR,2960,21784,12158,264849872,172152416.8,92697455.19999999
U6,5234,DME,4029,KUF,2993,19664,3563,70062832,45540840.800000004,24521991.199999996
U6,5234,DME,4029,KVD,6089,13455,3129,42100695,27365451.75,14735243.25
U6,5234,DME,4029,KZN,2990,4789,10733,51400337,33410219.05,17990117.95
U6,5234,DME,4029,LED,2948,24349,6658,162115642,105375167.3,56740474.7
U6,5234,DME,4029,LLK,8774,12928,15990,206718720,134367168.0,72351552.0
U6,5234,DME,4029,LWN,3965,12847,11329,145543663,94603380.95,50940282.05
U6,5234,DME,4029,MRV,2962,3514,11614,40811596,26527537.400000002,14284058.599999998
U6,5234,DME,4029,NCU,6151,6920,18355,127016600,82560790.0,44455810.0
U6,5234,DME,4029,NJC,2972,22589,3657,82607973,53695182.45,28912790.549999997
U6,5234,DME,4029,NVI,6485,7140,6448,46038720,29925168.0,16113552.0
U6,5234,DME,4029,OSS,2913,13714,17939,246015446,159910039.9,86105406.1
U6,5234,DME,4029,OVB,4078,21029,12740,267909460,174141149.0,93768311.0
U6,5234,DME,4029,RMI,1546,13905,3672,51059160,33188454.0,17870706.0
U6,5234,DME,4029,ROV,2964,22102,11701,258615502,168100076.3,90515425.69999999
U6,5234,DME,4029,SIP,2942,4190,5018,21025420,13666523.0,7358897.0
U6,5234,DME,4029,SVX,2975,8329,15363,127958427,83172977.55,44785449.45
U6,5234,DME,4029,TIV,1743,20743,19599,406542057,264252337.05,142289719.95
U6,5234,DME,4029,TJU,7563,3401,12262,41703062,27106990.3,14596071.7
U6,5234,DME,4029,UFA,2992,18122,6687,121181814,78768179.10000001,42413634.89999999
U6,5234,DME,4029,UUD,2938,12437,19622,244038814,158625229.1,85413584.9
U6,5234,DWC,8076,CEK,2968,10482,12558,131632956,85561421.4,46071534.599999994
U6,5234,DWC,8076,GOJ,4274,9126,6591,60149466,39097152.9,21052313.1
U6,5234,DWC,8076,KUF,2993,3168,12657,40097376,26063294.400000002,14034081.599999998
U6,5234,DWC,8076,MRV,2962,14016,15959,223681344,145392873.6,78288470.4
U6,5234,DWC,8076,PEE,2973,18499,4274,79064726,51392071.9,27672654.1
U6,5234,DWC,8076,SVX,2975,5092,1085,5524820,3591133.0,1933687.0
U6,5234,DXB,2188,KRR,2960,5975,13605,81289875,52838418.75,28451456.25
U6,5234,DXB,2188,KUF,2993,20584,13215,272017560,176811414.0,95206146.0
U6,5234,DXB,2188,MRV,2962,16187,12513,202547931,131656155.15,70891775.85
U6,5234,DXB,2188,SVX,2975,4711,11185,52692535,34250147.75,18442387.25
U6,5234,DYU,2979,CEK,2968,10566,6756,71383896,46399532.4,24984363.6
U6,5234,DYU,2979,GOJ,4274,7120,12926,92033120,59821528.0,32211592.0
U6,5234,DYU,2979,KJA,4374,7810,7689,60051090,39033208.5,21017881.5
U6,5234,DYU,2979,KUF,2993,18547,503,9329141,6063941.65,3265199.3499999996
U6,5234,DYU,2979,KZN,2990,14899,13532,201613268,131048624.2,70564643.8
U6,5234,DYU,2979,LED,2948,13922,4266,59391252,38604313.800000004,20786938.199999996
U6,5234,DYU,2979,MRV,2962,22096,6749,149125904,96931837.60000001,52194066.39999999
U6,5234,DYU,2979,NBC,6969,8588,2928,25145664,16344681.6,8800982.4
U6,5234,DYU,2979,ROV,2964,19111,3477,66448947,43191815.550000004,23257131.449999996
U6,5234,DYU,2979,SVX,2975,7296,3732,27228672,17698636.8,9530035.2
U6,5234,DYU,2979,UFA,2992,3054,7137,21796398,14167658.700000001,7628739.299999999
U6,5234,DYU,2979,VOG,2967,9730,11965,116419450,75672642.5,40746807.5
U6,5234,EVN,3964,GOJ,4274,18533,1162,21535346,13997974.9,7537371.1
U6,5234,EVN,3964,KUF,2993,16924,1959,33154116,21550175.400000002,11603940.599999998
U6,5234,EVN,3964,LED,2948,13630,8172,111384360,72399834.0,38984526.0
U6,5234,EVN,3964,SVX,2975,4049,10427,42218923,27442299.95,14776623.05
U6,5234,FCO,1555,SVX,2975,21087,14445,304601715,197991114.75,106610600.25
U6,5234,FRU,2912,DME,4029,21752,5417,117830584,76589879.60000001,41240704.39999999
U6,5234,FRU,2912,SVX,2975,24610,16838,414383180,269349067.0,145034113.0
U6,5234,GBB,8775,DME,4029,14058,8097,113827626,73987956.9,39839669.099999994
U6,5234,GOJ,4274,DME,4029,14772,8830,130436760,84783894.0,45652866.0
U6,5234,GOJ,4274,DWC,8076,18019,14003,252320057,164008037.05,88312019.94999999
U6,5234,GOJ,4274,DYU,2979,18094,17059,308665546,200632604.9,108032941.1
U6,5234,GOJ,4274,EVN,3964,17708,10307,182516356,118635631.4,63880724.599999994
U6,5234,GOJ,4274,LBD,6147,17921,14115,252954915,164420694.75,88534220.25
U6,5234,GOJ,4274,NMA,6150,9934,14804,147062936,95590908.4,51472027.599999994
U6,5234,GOJ,4274,PRG,1587,22200,11341,251770200,163650630.0,88119570.0
U6,5234,GOJ,4274,TAS,2983,6936,721,5000856,3250556.4,1750299.6
U6,5234,GYD,2922,SVX,2975,9364,2852,26706128,17358983.2,9347144.8
U6,5234,HRB,3400,OVB,4078,6009,8861,53245749,34609736.85,18636012.15
U6,5234,HRB,3400,SVX,2975,5973,19771,118092183,76759918.95,41332264.05
U6,5234,HTA,2935,DME,4029,9857,2017,19881569,12923019.85,6958549.15
U6,5234,IKT,2937,DME,4029,15820,4751,75160820,48854533.0,26306287.0
U6,5234,IKT,2937,HRB,3400,12896,10345,133409120,86715928.0,46693192.0
U6,5234,KGD,2952,DME,4029,20012,8805,176205660,114533679.0,61671981.0
U6,5234,KGD,2952,TAS,2983,24879,2843,70730997,45975148.050000004,24755848.949999996
U6,5234,KHV,2927,OVB,4078,11387,8886,101184882,65770173.300000004,35414708.699999996
U6,5234,KJA,4374,DYU,2979,8242,10583,87225086,56696305.9,30528780.1
U6,5234,KJA,4374,LBD,6147,15590,918,14311620,9302553.0,5009067.0
U6,5234,KJA,4374,NMA,6150,15558,17494,272171652,176911573.8,95260078.19999999
U6,5234,KJA,4374,SKD,2981,15230,3290,50106700,32569355.0,17537345.0
U6,5234,KJA,4374,SVX,2975,9008,659,5936272,3858576.8000000003,2077695.1999999997
U6,5234,KJA,4374,TAS,2983,4731,17823,84320613,54808398.45,29512214.549999997
U6,5234,KLV,1579,SVX,2975,21993,19099,420044307,273028799.55,147015507.45
U6,5234,KRR,2960,BUD,1489,20189,18580,375111620,243822553.0,131289067.0
U6,5234,KRR,2960,DME,4029,19521,11204,218713284,142163634.6,76549649.4
U6,5234,KRR,2960,DXB,2188,24406,17950,438087700,284757005.0,153330695.0
U6,5234,KRR,2960,LBD,6147,10794,19023,205334262,133467270.30000001,71866991.69999999
U6,5234,KRR,2960,MUC,346,12044,12888,155223072,100894996.8,54328075.2
U6,5234,KRR,2960,NMA,6150,24844,19195,476880580,309972377.0,166908203.0
U6,5234,KRR,2960,PFO,1198,14546,17571,255587766,166132047.9,89455718.1
U6,5234,KRR,2960,SKG,1486,5316,19389,103071924,66996750.6,36075173.4
U6,5234,KRR,2960,SVX,2975,21145,3137,66331865,43115712.25,23216152.75
U6,5234,KRR,2960,TAS,2983,3237,19093,61804041,40172626.65,21631414.35
U6,5234,KUF,2993,DME,4029,22642,4162,94236004,61253402.6,32982601.4
U6,5234,KUF,2993,DWC,8076,15174,15343,232814682,151329543.3,81485138.69999999
U6,5234,KUF,2993,DXB,2188,15494,10955,169736770,110328900.5,59407869.5
U6,5234,KUF,2993,DYU,2979,7524,8824,66391776,43154654.4,23237121.6
U6,5234,KUF,2993,EVN,3964,14140,7115,100606100,65393965.0,35212135.0
U6,5234,KUF,2993,LBD,6147,20771,11669,242376799,157544919.35,84831879.65
U6,5234,KUF,2993,OSS,2913,6056,8777,53153512,34549782.800000004,18603729.199999996
U6,5234,KUF,2993,TAS,2983,7882,2260,17813320,11578658.0,6234662.0
U6,5234,KVD,6089,DME,4029,23946,5828,139557288,90712237.2,48845050.8
U6,5234,KZN,2990,DME,4029,16776,1950,32713200,21263580.0,11449620.0
U6,5234,KZN,2990,DYU,2979,18376,19880,365314880,237454672.0,127860208.0
U6,5234,KZN,2990,LBD,6147,17752,13611,241622472,157054606.8,84567865.19999999
U6,5234,LBD,6147,AER,2965,24271,11421,277199091,180179409.15,97019681.85
U6,5234,LBD,6147,CEK,2968,24439,12934,316094026,205461116.9,110632909.1
U6,5234,LBD,6147,GOJ,4274,8657,3552,30749664,19987281.6,10762382.399999999
U6,5234,LBD,6147,KJA,4374,13413,10522,141131586,91735530.9,49396055.099999994
U6,5234,LBD,6147,KRR,2960,3299,18434,60813766,39528947.9,21284818.1
U6,5234,LBD,6147,KUF,2993,24530,19308,473625240,307856406.0,165768834.0
U6,5234,LBD,6147,KZN,2990,18664,19022,355026608,230767295.20000002,124259312.79999998
U6,5234,LBD,6147,SVX,2975,5025,13912,69907800,45440070.0,24467730.0
U6,5234,LBD,6147,UFA,2992,18987,542,10290954,6689120.100000001,3601833.8999999994
U6,5234,LCA,1197,SVX,2975,22508,2203,49585124,32230330.6,17354793.4
U6,5234,LED,2948,DME,4029,10115,2995,30294425,19691376.25,10603048.75
U6,5234,LED,2948,DYU,2979,7624,16252,123905248,80538411.2,43366836.8
U6,5234,LED,2948,EVN,3964,18835,1197,22545495,14654571.75,7890923.25
U6,5234,LED,2948,LLK,8774,7035,6909,48604815,31593129.75,17011685.25
U6,5234,LED,2948,ROV,2964,7548,11356,85715088,55714807.2,30000280.799999997
U6,5234,LED,2948,SVX,2975,3988,8779,35010652,22756923.8,12253728.2
U6,5234,LED,2948,TIV,1743,17193,11268,193730724,125924970.60000001,67805753.39999999
U6,5234,LED,2948,TJU,7563,10871,17823,193753833,125939991.45,67813841.55
U6,5234,LLK,8774,DME,4029,14769,9808,144854352,94155328.8,50699023.2
U6,5234,LLK,8774,LED,2948,7491,11269,84416079,54870451.35,29545627.65
U6,5234,LWN,3965,DME,4029,23510,10059,236487090,153716608.5,82770481.5
U6,5234,MRV,2962,DME,4029,4142,14967,61993314,40295654.1,21697659.9
U6,5234,MRV,2962,DWC,8076,20797,9104,189335888,123068327.2,66267560.8
U6,5234,MRV,2962,DXB,2188,18199,6664,121278136,78830788.4,42447347.599999994
U6,5234,MRV,2962,DYU,2979,14167,19092,270476364,175809636.6,94666727.4
U6,5234,MRV,2962,SVX,2975,15298,12755,195125990,126831893.5,68294096.5
U6,5234,MUC,346,KRR,2960,14545,11345,165013025,107258466.25,57754558.75
U6,5234,MUC,346,SVX,2975,15270,8376,127901520,83135988.0,44765532.0
U6,5234,NBC,6969,DYU,2979,8138,11637,94701906,61556238.9,33145667.1
U6,5234,NCU,6151,DME,4029,24283,10862,263761946,171445264.9,92316681.1
U6,5234,NJC,2972,DME,4029,3286,15507,50956002,33121401.3,17834600.7
U6,5234,NMA,6150,CEK,2968,15101,14982,226243182,147058068.3,79185113.69999999
U6,5234,NMA,6150,GOJ,4274,22834,6270,143169180,93059967.0,50109213.0
U6,5234,NMA,6150,KJA,4374,7568,9146,69216928,44991003.2,24225924.799999997
U6,5234,NMA,6150,KRR,2960,22855,17332,396122860,257479859.0,138643001.0
U6,5234,NMA,6150,SVX,2975,6304,7318,46132672,29986236.8,16146435.2
U6,5234,NSK,4352,OVB,4078,12279,2379,29211741,18987631.650000002,10224109.349999998
U6,5234,NSK,4352,SVX,2975,3199,16071,51411129,33417233.85,17993895.15
U6,5234,NVI,6485,DME,4029,23476,8467,198771292,129201339.8,69569952.2
U6,5234,OSS,2913,CEK,2968,17141,5533,94841153,61646749.45,33194403.549999997
U6,5234,OSS,2913,DME,4029,17577,6344,111508488,72480517.2,39027970.8
U6,5234,OSS,2913,KUF,2993,6830,14069,96091270,62459325.5,33631944.5
U6,5234,OSS,2913,SVX,2975,11247,11007,123795729,80467223.85000001,43328505.14999999
U6,5234,OVB,4078,DME,4029,12769,6667,85130923,55335099.95,29795823.049999997
U6,5234,OVB,4078,HRB,3400,5742,18250,104791500,68114475.0,36677025.0
U6,5234,OVB,4078,KHV,2927,15951,18750,299081250,194402812.5,104678437.5
U6,5234,OVB,4078,NSK,4352,20500,15866,325253000,211414450.0,113838550.0
U6,5234,OVB,4078,SVX,2975,19154,5969,114330226,74314646.9,40015579.099999994
U6,5234,OVB,4078,YKS,2923,8217,15942,130995414,85147019.10000001,45848394.89999999
U6,5234,PEE,2973,DWC,8076,24041,10399,250002359,162501533.35,87500825.65
U6,5234,PEK,3364,SVX,2975,6015,3744,22520160,14638104.0,7882056.0
U6,5234,PFO,1198,KRR,2960,13993,19919,278726567,181172268.55,97554298.44999999
U6,5234,PRG,1587,CEK,2968,14745,10196,150340020,97721013.0,52619007.0
U6,5234,PRG,1587,GOJ,4274,14496,12972,188042112,122227372.8,65814739.2
U6,5234,PRG,1587,SVX,2975,11262,14292,160956504,104621727.60000001,56334776.39999999
U6,5234,RMI,1546,DME,4029,9081,15238,138376278,89944580.7,48431697.3
U6,5234,ROV,2964,BUD,1489,12272,2137,26225264,17046421.6,9178842.399999999
U6,5234,ROV,2964,DME,4029,8819,9654,85138626,55340106.9,29798519.1
U6,5234,ROV,2964,DYU,2979,8670,7911,68588370,44582440.5,24005929.5
U6,5234,ROV,2964,LED,2948,16908,5230,88428840,57478746.0,30950094.0
U6,5234,SIP,2942,DME,4029,14052,13801,193931652,126055573.8,67876078.2
U6,5234,SKD,2981,KJA,4374,16773,11912,199799976,129869984.4,69929991.6
U6,5234,SKD,2981,SVX,2975,9054,7924,71743896,46633532.4,25110363.6
U6,5234,SKG,1486,ATH,3941,7267,16280,118306760,76899394.0,41407366.0
U6,5234,SVX,2975,AER,2965,22787,13216,301152992,195749444.8,105403547.19999999
U6,5234,SVX,2975,CDG,1382,9373,8402,78751946,51188764.9,27563181.1
U6,5234,SVX,2975,DME,4029,12722,7264,92412608,60068195.2,32344412.799999997
U6,5234,SVX,2975,DWC,8076,12097,16869,204064293,132641790.45,71422502.55
U6,5234,SVX,2975,DXB,2188,5918,14499,85805082,55773303.300000004,30031778.699999996
U6,5234,SVX,2975,DYU,2979,10288,5101,52479088,34111407.2,18367680.799999997
U6,5234,SVX,2975,EVN,3964,22811,6073,138531203,90045281.95,48485921.05
U6,5234,SVX,2975,FCO,1555,20984,6250,131150000,85247500.0,45902500.0
U6,5234,SVX,2975,FRU,2912,8969,17160,153908040,100040226.0,53867814.0
U6,5234,SVX,2975,GYD,2922,6515,17181,111934215,72757239.75,39176975.25
U6,5234,SVX,2975,HRB,3400,19032,13789,262432248,170580961.20000002,91851286.79999998
U6,5234,SVX,2975,KJA,4374,17443,8272,144288496,93787522.4,50500973.599999994
U6,5234,SVX,2975,KLV,1579,8308,7004,58189232,37823000.800000004,20366231.199999996
U6,5234,SVX,2975,KRR,2960,17231,18694,322116314,209375604.1,112740709.9
U6,5234,SVX,2975,LBD,6147,21173,6879,145649067,94671893.55,50977173.45
U6,5234,SVX,2975,LCA,1197,18112,8251,149442112,97137372.8,52304739.2
U6,5234,SVX,2975,LED,2948,18087,10304,186368448,121139491.2,65228956.8
U6,5234,SVX,2975,MRV,2962,18995,8756,166320220,108108143.0,58212077.0
U6,5234,SVX,2975,MUC,346,10316,10302,106275432,69079030.8,37196401.2
U6,5234,SVX,2975,NMA,6150,15037,11409,171557133,111512136.45,60044996.55
U6,5234,SVX,2975,NSK,4352,7987,5042,40270454,26175795.1,14094658.899999999
U6,5234,SVX,2975,OSS,2913,20166,11761,237172326,154162011.9,83010314.1
U6,5234,SVX,2975,OVB,4078,3090,14025,43337250,28169212.5,15168037.5
U6,5234,SVX,2975,PEK,3364,13770,8498,117017460,76061349.0,40956111.0
U6,5234,SVX,2975,PRG,1587,13041,18607,242653887,157725026.55,84928860.44999999
U6,5234,SVX,2975,TAS,2983,11410,4297,49028770,31868700.5,17160069.5
U6,5234,SVX,2975,TLV,1590,13177,16821,221650317,144072706.05,77577610.94999999
U6,5234,TAS,2983,CEK,2968,6129,6000,36774000,23903100.0,12870900.0
U6,5234,TAS,2983,GOJ,4274,10910,10640,116082400,75453560.0,40628840.0
U6,5234,TAS,2983,KGD,2952,3991,6615,26400465,17160302.25,9240162.75
U6,5234,TAS,2983,KJA,4374,19374,18401,356500974,231725633.1,124775340.9
U6,5234,TAS,2983,KRR,2960,19910,5628,112053480,72834762.0,39218718.0
U6,5234,TAS,2983,KUF,2993,18777,2518,47280486,30732315.900000002,16548170.099999998
U6,5234,TAS,2983,SVX,2975,24671,5811,143363181,93186067.65,50177113.349999994
U6,5234,TIV,1743,DME,4029,14841,2558,37963278,24676130.7,13287147.3
U6,5234,TIV,1743,LED,2948,15478,11526,178399428,115959628.2,62439799.8
U6,5234,TJU,7563,DME,4029,18091,11151,201732741,131126281.65,70606459.35
U6,5234,TJU,7563,LED,2948,7209,11650,83984850,54590152.5,29394697.5
U6,5234,TJU,7563,SVX,2975,10143,16504,167400072,108810046.8,58590025.2
U6,5234,TLV,1590,SVX,2975,9568,13029,124661472,81029956.8,43631515.2
U6,5234,UFA,2992,DME,4029,12598,14546,183250508,119112830.2,64137677.8
U6,5234,UFA,2992,DYU,2979,8888,9878,87795664,57067181.6,30728482.4
U6,5234,UFA,2992,LBD,6147,19408,10426,202347808,131526075.2,70821732.8
U6,5234,UUD,2938,DME,4029,24038,17337,416746806,270885423.90000004,145861382.09999996
U6,5234,VOG,2967,DYU,2979,19403,2881,55900043,36335027.95,19565015.049999997
U6,5234,YKS,2923,OVB,4078,20056,15505,310968280,202129382.0,108838898.0
U7,3721,BJM,1120,EBB,1187,14741,16401,241767141,157148641.65,84618499.35
U7,3721,BJM,1120,KGL,1165,22405,13851,310331655,201715575.75,108616079.25
U7,3721,DAR,1177,EBB,1187,7794,18277,142450938,92593109.7,49857828.3
U7,3721,EBB,1187,BJM,1120,19025,10519,200123975,130080583.75,70043391.25
U7,3721,EBB,1187,DAR,1177,4151,2752,11423552,7425308.8,3998243.2
U7,3721,EBB,1187,JRO,1180,10222,16481,168468782,109504708.3,58964073.7
U7,3721,EBB,1187,JUB,1173,11581,14488,167785528,109060593.2,58724934.8
U7,3721,EBB,1187,KGL,1165,18468,8034,148371912,96441742.8,51930169.2
U7,3721,EBB,1187,MGQ,5687,9006,3954,35609724,23146320.6,12463403.399999999
U7,3721,EBB,1187,NBO,4059,6618,18593,123048474,79981508.10000001,43066965.89999999
U7,3721,JRO,1180,EBB,1187,3901,1172,4571972,2971781.8000000003,1600190.1999999997
U7,3721,JUB,1173,EBB,1187,10451,4109,42943159,27913053.35,15030105.649999999
U7,3721,KGL,1165,BJM,1120,20006,3341,66840046,43446029.9,23394016.1
U7,3721,KGL,1165,EBB,1187,7766,7552,58648832,38121740.800000004,20527091.199999996
U7,3721,MGQ,5687,EBB,1187,11810,10732,126744920,82384198.0,44360722.0
U7,3721,NBO,4059,EBB,1187,15153,12600,190927800,124103070.0,66824730.0
UA,5209,ABE,4355,ORD,3830,24709,11135,275134715,178837564.75,96297150.25
UA,5209,ABJ,253,BRU,302,6023,16057,96711311,62862352.15,33848958.85
UA,5209,ABJ,253,LFW,298,15600,16163,252142800,163892820.0,88249980.0
UA,5209,ABJ,253,OUA,246,15166,5902,89509732,58181325.800000004,31328406.199999996
UA,5209,ABQ,4019,DEN,3751,19550,3958,77378900,50296285.0,27082615.0
UA,5209,ABQ,4019,IAH,3550,14626,15158,221700908,144105590.20000002,77595317.79999998
UA,5209,ABQ,4019,LAX,3484,7593,11180,84889740,55178331.0,29711409.0
UA,5209,ABQ,4019,ORD,3830,18439,12850,236941150,154011747.5,82929402.5
UA,5209,ABQ,4019,SFO,3469,10910,6696,73053360,47484684.0,25568676.0
